hb_code,ind_no,ind_desc,year,number,measure,lcl,ucl
S08000004,15,% of diabetes pop (T2) with previous foot ulcer,2011,4.36773076,706,4.063350782,4.693795874
S08000004,14,% of diabetes pop (T1) with previous foot ulcer,2011,5.738953784,113,4.795185507,6.855095996
S08000004,3,Crude prevalence T2 diabetes,2011,4.43,16164,4.36,4.5
S08000004,2,Crude prevalence of T1 diabetes,2011,0.54,1969,0.52,0.56
S08000004,1,Age/sex standardised prevalence of T1 diabetes,2011,0.55,1969,0.52,0.57
S08000004,61,% of diabetes pop (T1) with previous cardiac revascularisation,2011,1.675977654,33,1.195847749,2.344304689
S08000004,58,% of diabetes pop (T2) current smokers,2011,17.80081957,2867,17.15598536,18.33323912
S08000004,57,% of diabetes pop (T1) current smokers,2011,24.19098143,456,21.36149645,25.06096342
S08000004,56,% of diabetes pop (T2) with cholesterol >5mmol,2011,18.50144489,2689,17.8784889,19.14104776
S08000004,55,% of diabetes pop (T1) with cholesterol >5mmol,2011,28.70619946,426,26.46177407,31.06058584
S08000004,54,% of diabetes pop (T2) with SBP <=140mmHg,2011,72.62,10563,71.89,73.34
S08000004,35,% of diabetes pop (T1) with previous MI,2011,3.605891315,71,2.868586542,4.523877202
S08000004,34,% of diabetes pop (T2) with a recorded smoking status,2011,99.64117793,16106,99.53646127,99.72230435
S08000004,33,% of diabetes pop (T1) with a recorded smoking status,2011,95.73387506,1885,94.74860082,96.54103947
S08000004,32,% of diabetes pop (T2) with recorded cholesterol,2011,89.92142548,14534,89.44778179,90.37609673
S08000004,31,% of diabetes pop (T1) with recorded cholesterol,2011,77.81856319,1484,75.89893698,79.62633524
S08000004,30,% of diabetes pop (T2) with recorded  BP,2011,89.99010146,14546,89.51786293,90.4433361
S08000004,29,% of diabetes pop (T1) with recorded  BP,2011,81.71660742,1609,79.94806561,83.3616294
S08000004,28,% of diabetes pop (T2) with recorded HbA1c,2011,91.796585,14838,91.36353698,92.20977067
S08000004,27,% of diabetes pop (T1) with recorded HbA1c,2011,86.28745556,1699,84.69725252,87.73633769
S08000004,26,% of diabetes pop with recorded BMI,2011,83.94023243,15168,83.39768423,84.46835262
S08000004,25,Crude mortality rate for all people with diabetes,2011,3.756216273,710,3.494418548,4.036807145
S08000004,24,Estimated % pop with undiagnosed diabetes,2011,0.7,2556,,
S08000004,53,% of diabetes pop (T1) with SBP <= 140mmHg,2011,81.42,1310,79.44,83.24
S08000004,52,% of diabetes pop (T2) with HbA1c > 75mmol/mol,2011,12.99366491,1928,12.46221327,13.54427369
S08000004,51,% of diabetes pop (T1) with HbA1c > 75mmol/mol,2011,37.90464979,644,35.62744497,40.23642868
S08000004,50,% of diabetes pop (T2) obese (BMI>=30),2011,58.68634686,7952,57.85490856,59.51286118
S08000004,49,% of diabetes pop (T1) obese (BMI>=30),2011,25.89616811,419,23.82048424,28.0860398
S08000004,48,% of diabetes pop (T2) with recorded foot risk,2011,67.25439248,10871,66.52690041,67.973685
S08000004,47,% of diabetes pop (T1) with recorded foot risk,2011,56.42458101,1111,54.22394635,58.60019524
S08000004,46,% of diabetes pop (T2) with recorded pulses,2011,74.37515467,12022,73.6964007,75.04232519
S08000004,45,% of diabetes pop (T1) with recorded pulses,2011,58.91315389,1160,56.72469006,61.06690558
S08000004,44,% of diabetes pop (T2) with recorded eye screen,2011,99.6473427,16106,99.54340667,99.72768411
S08000004,43,% of diabetes pop (T1) with recorded eye screen,2011,81.17461982,1548,79.35805223,82.86583907
S08000004,42,% of diabetes pop (T2) with recorded eGFR,2011,37.65703323,6085,36.91297252,38.40696132
S08000004,41,% of diabetes pop (T1) with recorded eGFR,2011,27.41661956,485,25.38840896,29.54270277
S08000004,40,% of diabetes pop (T2) with recorded microalbumin,2011,74.99845326,12122,74.32498387,75.66004227
S08000004,39,% of diabetes pop (T1) with recorded microalbumin,2011,63.97482958,1220,61.79401048,66.09945804
S08000004,38,% of diabetes pop (T2) with recorded creatinine,2011,93.21289365,15066,92.81476436,93.59048625
S08000004,37,% of diabetes pop (T1) with recorded creatinine,2011,83.42947037,1591,81.69377044,85.03075555
S08000004,36,% of diabetes pop (T2) with previous MI,2011,9.867607028,1595,9.417341863,10.33694371
S08000003,72,% of diabetes pop (T2) with previous lower limb amputation,2011,0.663349917,48,0.500715554,0.878342242
S08000003,71,% of diabetes pop (T1) with previous lower limb amputation,2011,1.679731243,15,1.02053256,2.752887406
S08000003,70,% of diabetes pop (T2) with diabetic retinopathy,2011,46.67,3211,45.49,47.85
S08000003,69,% of diabetes pop (T1) with diabetic retinopathy,2011,73.189,576,69.99,76.17
S08000003,68,% of diabetes pop (T2) with end-stage renal failure,2011,0.317855169,23,0.21190205,0.476532901
S08000003,67,% of diabetes pop (T1) with end-stage renal failure,2011,0.447928331,4,0.174321494,1.146045447
S08000003,66,% of diabetes pop (T2) with eGFR <15,2011,0.373482726,24,0.251112921,0.555152664
S08000003,65,% of diabetes pop (T1) with eGFR <15,2011,0.417827298,3,0.142195995,1.221205615
S08000003,64,% of diabetes pop (T2) with previous stroke,2011,4.104477612,297,3.671178625,4.586482703
S08000003,63,% of diabetes pop (T1) with previous stroke,2011,2.239641657,20,1.454417763,3.434026306
S08000003,62,% of diabetes pop (T2) with previous cardiac revascularisation,2011,5.901050304,427,5.381134998,6.467765122
S08000003,23,Age/sex standardised prevalence of T2 diabetes,2011,3.04,7236,2.97,3.12
S08000003,15,% of diabetes pop (T2) with previous foot ulcer,2011,1.464897734,106,1.21270376,1.768599035
S08000003,14,% of diabetes pop (T1) with previous foot ulcer,2011,3.13549832,28,2.178109735,4.494372898
S08000003,3,Crude prevalence T2 diabetes,2011,4.88,7236,4.77,4.99
S08000003,2,Crude prevalence of T1 diabetes,2011,0.6,893,0.58,0.63
S08000003,1,Age/sex standardised prevalence of T1 diabetes,2011,0.61,893,0.56,0.65
S08000003,61,% of diabetes pop (T1) with previous cardiac revascularisation,2011,3.023516237,27,2.086121929,4.363355883
S08000003,58,% of diabetes pop (T2) current smokers,2011,17.20355457,1239,16.27266062,18.00766949
S08000003,57,% of diabetes pop (T1) current smokers,2011,23.85964912,204,20.22853552,25.69279551
S08000003,56,% of diabetes pop (T2) with cholesterol >5mmol,2011,22.39130435,1442,21.38979295,23.42573449
S08000003,55,% of diabetes pop (T1) with cholesterol >5mmol,2011,33.1920904,235,29.82224975,36.74334575
S08000003,35,% of diabetes pop (T1) with previous MI,2011,3.695408735,33,2.643247501,5.144259234
S08000003,34,% of diabetes pop (T2) with a recorded smoking status,2011,99.53012714,7202,99.34413972,99.66355128
S08000003,33,% of diabetes pop (T1) with a recorded smoking status,2011,95.74468085,855,94.21322462,96.88424454
S08000003,32,% of diabetes pop (T2) with recorded cholesterol,2011,89.01174845,6440,88.27028842,89.71180198
S08000003,31,% of diabetes pop (T1) with recorded cholesterol,2011,82.13457077,708,79.43644991,84.54753977
S08000003,30,% of diabetes pop (T2) with recorded  BP,2011,93.22830293,6746,92.62612991,93.7846004
S08000003,29,% of diabetes pop (T1) with recorded  BP,2011,86.33818589,771,83.92936901,88.43569523
S08000003,28,% of diabetes pop (T2) with recorded HbA1c,2011,91.43173024,6616,90.76462815,92.05486337
S08000003,27,% of diabetes pop (T1) with recorded HbA1c,2011,87.12206047,778,84.76506299,89.161035
S08000003,26,% of diabetes pop with recorded BMI,2011,87.56329505,7090,86.82663199,88.2643314
S08000003,25,Crude mortality rate for all people with diabetes,2011,3.451536643,292,3.083178876,3.86214959
S08000003,24,Estimated % pop with undiagnosed diabetes,2011,1.6,2316,,
S08000003,54,% of diabetes pop (T2) with SBP <=140mmHg,2011,72.38,4883,71.3,73.44
S08000003,53,% of diabetes pop (T1) with SBP <= 140mmHg,2011,74.87,578,71.69,77.8
S08000003,52,% of diabetes pop (T2) with HbA1c > 75mmol/mol,2011,12.24304716,810,11.4750348,13.05488145
S08000003,51,% of diabetes pop (T1) with HbA1c > 75mmol/mol,2011,32.00514139,249,28.82238821,35.36473102
S08000003,50,% of diabetes pop (T2) obese (BMI>=30),2011,55.04168633,3499,53.81613543,56.26114743
S08000003,49,% of diabetes pop (T1) obese (BMI>=30),2011,27.69440655,203,24.57750264,31.0438955
S08000003,48,% of diabetes pop (T2) with recorded foot risk,2011,68.28358209,4941,67.20184405,69.34591688
S08000003,47,% of diabetes pop (T1) with recorded foot risk,2011,52.51959687,469,49.24053024,55.77707822
S08000003,46,% of diabetes pop (T2) with recorded pulses,2011,76.93477059,5567,75.95001575,77.89094121
S08000003,45,% of diabetes pop (T1) with recorded pulses,2011,60.91825308,544,57.67770151,64.06526849
S08000003,44,% of diabetes pop (T2) with recorded eye screen,2011,93.40704907,6758,92.8118716,93.95615493
S08000003,43,% of diabetes pop (T1) with recorded eye screen,2011,90.71925754,782,88.59740718,92.4797783
S08000003,42,% of diabetes pop (T2) with recorded eGFR,2011,34.25017277,2478,33.16529762,35.35176456
S08000003,41,% of diabetes pop (T1) with recorded eGFR,2011,23.3702337,190,20.59063848,26.40030812
S08000003,40,% of diabetes pop (T2) with recorded microalbumin,2011,32.82653766,2375,31.75384807,33.91745492
S08000003,39,% of diabetes pop (T1) with recorded microalbumin,2011,22.2737819,192,19.62255258,25.17104477
S08000003,38,% of diabetes pop (T2) with recorded creatinine,2011,88.81824464,6426,88.07136691,89.52392126
S08000003,37,% of diabetes pop (T1) with recorded creatinine,2011,84.3387471,727,81.76077553,86.61200767
S08000003,36,% of diabetes pop (T2) with previous MI,2011,8.609729132,623,7.985164131,9.27821909
S08000002,72,% of diabetes pop (T2) with previous lower limb amputation,2011,0.330169212,16,0.203336774,0.535689425
S08000002,71,% of diabetes pop (T1) with previous lower limb amputation,2011,0.325732899,2,0.089371335,1.179821286
S08000002,70,% of diabetes pop (T2) with diabetic retinopathy,2011,22.3,963,21.08,23.56
S08000002,69,% of diabetes pop (T1) with diabetic retinopathy,2011,56.66,285,52.3,60.92
S08000002,68,% of diabetes pop (T2) with end-stage renal failure,2011,0.392075939,19,0.251151529,0.61159005
S08000002,67,% of diabetes pop (T1) with end-stage renal failure,2011,1.628664495,10,0.887010242,2.971842901
S08000002,66,% of diabetes pop (T2) with eGFR <15,2011,0.087680842,4,0.034101933,0.225250034
S08000002,65,% of diabetes pop (T1) with eGFR <15,2011,0.405679513,2,0.111320213,1.466969528
S08000002,64,% of diabetes pop (T2) with previous stroke,2011,6.066859265,294,5.428890871,6.774427274
S08000002,63,% of diabetes pop (T1) with previous stroke,2011,2.442996743,15,1.485966862,3.991424107
S08000002,62,% of diabetes pop (T2) with previous cardiac revascularisation,2011,7.139909204,346,6.448372707,7.899345371
S08000002,23,Age/sex standardised prevalence of T2 diabetes,2011,2.75,4846,2.67,2.83
S08000002,15,% of diabetes pop (T2) with previous foot ulcer,2011,1.939744119,94,1.587790484,2.367835613
S08000002,14,% of diabetes pop (T1) with previous foot ulcer,2011,5.863192182,36,4.2648821,8.010367737
S08000002,3,Crude prevalence T2 diabetes,2011,4.29,4846,4.18,4.41
S08000002,2,Crude prevalence of T1 diabetes,2011,0.54,614,0.52,0.57
S08000002,1,Age/sex standardised prevalence of T1 diabetes,2011,0.53,614,0.49,0.58
S08000002,61,% of diabetes pop (T1) with previous cardiac revascularisation,2011,2.442996743,15,1.485966862,3.991424107
S08000002,58,% of diabetes pop (T2) current smokers,2011,14.46358166,697,13.42363411,15.39878352
S08000002,57,% of diabetes pop (T1) current smokers,2011,21.67235495,127,17.68706877,24.0455695
S08000002,56,% of diabetes pop (T2) with cholesterol >5mmol,2011,18.97503866,859,17.8593006,20.14338746
S08000002,55,% of diabetes pop (T1) with cholesterol >5mmol,2011,25.45454546,126,21.81621991,29.47092214
S08000002,35,% of diabetes pop (T1) with previous MI,2011,4.397394137,27,3.039488511,6.32239324
S08000002,34,% of diabetes pop (T2) with a recorded smoking status,2011,99.44283946,4819,99.19055314,99.6167976
S08000002,33,% of diabetes pop (T1) with a recorded smoking status,2011,95.43973941,586,93.48807737,96.82633331
S08000002,32,% of diabetes pop (T2) with recorded cholesterol,2011,93.43653251,4527,92.70422293,94.10001502
S08000002,31,% of diabetes pop (T1) with recorded cholesterol,2011,84.04074703,495,80.86385175,86.77647579
S08000002,30,% of diabetes pop (T2) with recorded  BP,2011,96.59513,4681,96.04647773,97.06996549
S08000002,29,% of diabetes pop (T1) with recorded  BP,2011,90.22801303,554,87.62314019,92.33262841
S08000002,28,% of diabetes pop (T2) with recorded HbA1c,2011,89.3726785,4331,88.47355618,90.20942596
S08000002,27,% of diabetes pop (T1) with recorded HbA1c,2011,78.01302932,479,74.56845274,81.10924847
S08000002,26,% of diabetes pop with recorded BMI,2011,93.04379831,5056,92.33651034,93.69026911
S08000002,25,Crude mortality rate for all people with diabetes,2011,3.985317252,228,3.508527403,4.523862524
S08000002,24,Estimated % pop with undiagnosed diabetes,2011,1,1168,,
S08000002,54,% of diabetes pop (T2) with SBP <=140mmHg,2011,75.37,3528,74.11,76.58
S08000002,53,% of diabetes pop (T1) with SBP <= 140mmHg,2011,73.65,408,69.82,77.14
S08000002,52,% of diabetes pop (T2) with HbA1c > 75mmol/mol,2011,11.47540984,497,10.56011316,12.45898862
S08000002,51,% of diabetes pop (T1) with HbA1c > 75mmol/mol,2011,37.16075157,178,32.95135393,41.57445329
S08000002,50,% of diabetes pop (T2) obese (BMI>=30),2011,55.60230292,2511,54.14902488,57.04605771
S08000002,49,% of diabetes pop (T1) obese (BMI>=30),2011,29.62962963,160,25.93306501,33.61397957
S08000002,48,% of diabetes pop (T2) with recorded foot risk,2011,77.5484936,3758,76.35210822,78.7012362
S08000002,47,% of diabetes pop (T1) with recorded foot risk,2011,66.1237785,406,62.29015945,69.75688951
S08000002,46,% of diabetes pop (T2) with recorded pulses,2011,79.17870409,3837,78.01260995,80.29857283
S08000002,45,% of diabetes pop (T1) with recorded pulses,2011,65.96091205,405,62.12398377,69.59935762
S08000002,44,% of diabetes pop (T2) with recorded eye screen,2011,87.05882353,4218,86.08422751,87.97469824
S08000002,43,% of diabetes pop (T1) with recorded eye screen,2011,84.21052632,496,81.04517518,86.9325106
S08000002,42,% of diabetes pop (T2) with recorded eGFR,2011,94.17836499,4562,93.48328405,94.80342895
S08000002,41,% of diabetes pop (T1) with recorded eGFR,2011,91.12754159,493,88.43237797,93.24273641
S08000002,40,% of diabetes pop (T2) with recorded microalbumin,2011,1.81630547,88,1.476664796,2.232295299
S08000002,39,% of diabetes pop (T1) with recorded microalbumin,2011,60.10186757,354,56.09395151,63.9788639
S08000002,38,% of diabetes pop (T2) with recorded creatinine,2011,88.02889577,4265,87.08454221,88.91299089
S08000002,37,% of diabetes pop (T1) with recorded creatinine,2011,85.05942275,501,81.95359184,87.71088515
S08000002,36,% of diabetes pop (T2) with previous MI,2011,10.37969459,503,9.552108447,11.27004789
S08000001,72,% of diabetes pop (T2) with previous lower limb amputation,2011,0.457614822,82,0.368853511,0.567614064
S08000001,71,% of diabetes pop (T1) with previous lower limb amputation,2011,0.630346691,14,0.375854713,1.055330321
S08000001,70,% of diabetes pop (T2) with diabetic retinopathy,2011,37.2,6228,36.47,37.94
S08000001,69,% of diabetes pop (T1) with diabetic retinopathy,2011,69.403,1302,67.28,71.45
S08000001,68,% of diabetes pop (T2) with end-stage renal failure,2011,0.435292148,78,0.348950198,0.542881597
S08000001,67,% of diabetes pop (T1) with end-stage renal failure,2011,1.530841963,34,1.097535942,2.131529893
S08000001,66,% of diabetes pop (T2) with eGFR <15,2011,0.327529736,57,0.252906492,0.424077895
S08000001,65,% of diabetes pop (T1) with eGFR <15,2011,1.162147205,21,0.761361042,1.77014696
S08000001,64,% of diabetes pop (T2) with previous stroke,2011,5.36302249,961,5.042623018,5.702557032
S08000001,63,% of diabetes pop (T1) with previous stroke,2011,2.476361999,55,1.90747138,3.209369297
S08000001,62,% of diabetes pop (T2) with previous cardiac revascularisation,2011,6.518220883,1168,6.166026888,6.889054735
S08000001,23,Age/sex standardised prevalence of T2 diabetes,2011,3.43,17919,3.38,3.48
S08000001,15,% of diabetes pop (T2) with previous foot ulcer,2011,1.791394609,321,1.607264673,1.996190708
S08000001,14,% of diabetes pop (T1) with previous foot ulcer,2011,4.502476362,100,3.715817477,5.446255005
S08000001,3,Crude prevalence T2 diabetes,2011,4.88,17919,4.82,4.95
S08000001,2,Crude prevalence of T1 diabetes,2011,0.61,2221,0.59,0.62
S08000001,1,Age/sex standardised prevalence of T1 diabetes,2011,0.61,2221,0.58,0.64
S08000001,61,% of diabetes pop (T1) with previous cardiac revascularisation,2011,2.386312472,53,1.829020663,3.108031934
S08000001,58,% of diabetes pop (T2) current smokers,2011,19.3146939,3461,18.74327893,19.89926311
S08000001,57,% of diabetes pop (T1) current smokers,2011,21.97208465,488,20.29925008,23.74170996
S08000001,56,% of diabetes pop (T2) with cholesterol >5mmol,2011,20.1543992,3420,19.55759999,20.76470879
S08000001,55,% of diabetes pop (T1) with cholesterol >5mmol,2011,30.61699651,526,28.48276791,32.83771593
S08000001,35,% of diabetes pop (T1) with previous MI,2011,4.322377308,96,3.552543653,5.249952668
S08000001,34,% of diabetes pop (T2) with a recorded smoking status,2011,99.81583794,17886,99.74148863,99.86883209
S08000001,33,% of diabetes pop (T1) with a recorded smoking status,2011,93.69653309,2081,92.60841561,94.63375031
S08000001,32,% of diabetes pop (T2) with recorded cholesterol,2011,94.69836486,16969,94.36060279,95.01696555
S08000001,31,% of diabetes pop (T1) with recorded cholesterol,2011,80.24287716,1718,78.50274735,81.87467166
S08000001,30,% of diabetes pop (T2) with recorded  BP,2011,96.30559741,17257,96.01934045,96.572004
S08000001,29,% of diabetes pop (T1) with recorded  BP,2011,82.35029266,1829,80.70925729,83.87961052
S08000001,28,% of diabetes pop (T2) with recorded HbA1c,2011,95.6861432,17146,95.37874234,95.97395923
S08000001,27,% of diabetes pop (T1) with recorded HbA1c,2011,89.1040072,1979,87.73996973,90.3330041
S08000001,26,% of diabetes pop with recorded BMI,2011,90.95214357,18245,90.54728189,91.34132313
S08000001,25,Crude mortality rate for all people with diabetes,2011,3.09332821,644,2.86665609,3.337307926
S08000001,24,Estimated % pop with undiagnosed diabetes,2011,0.9,3234,,
S08000001,54,% of diabetes pop (T2) with SBP <=140mmHg,2011,76.25,13159,75.61,76.88
S08000001,53,% of diabetes pop (T1) with SBP <= 140mmHg,2011,81.52,1491,79.68,83.23
S08000001,52,% of diabetes pop (T2) with HbA1c > 75mmol/mol,2011,13.39087834,2296,12.88931556,13.90884216
S08000001,51,% of diabetes pop (T1) with HbA1c > 75mmol/mol,2011,37.59474482,744,35.48664841,39.75090965
S08000001,50,% of diabetes pop (T2) obese (BMI>=30),2011,54.77365503,8990,54.01117222,55.53390374
S08000001,49,% of diabetes pop (T1) obese (BMI>=30),2011,25.43668122,466,23.49522583,27.48093682
S08000001,48,% of diabetes pop (T2) with recorded foot risk,2011,73.57553435,13184,72.92492241,74.21603988
S08000001,47,% of diabetes pop (T1) with recorded foot risk,2011,46.69067987,1037,44.62327211,48.76951595
S08000001,46,% of diabetes pop (T2) with recorded pulses,2011,74.47960266,13346,73.83604853,75.11266281
S08000001,45,% of diabetes pop (T1) with recorded pulses,2011,48.761819,1083,46.6869232,50.8409907
S08000001,44,% of diabetes pop (T2) with recorded eye screen,2011,88.09085328,15785,87.60842205,88.55695566
S08000001,43,% of diabetes pop (T1) with recorded eye screen,2011,82.71835591,1771,81.05856401,84.2609449
S08000001,42,% of diabetes pop (T2) with recorded eGFR,2011,31.48613204,5642,30.81010029,32.17010035
S08000001,41,% of diabetes pop (T1) with recorded eGFR,2011,22.73185484,451,20.94140287,24.62770083
S08000001,40,% of diabetes pop (T2) with recorded microalbumin,2011,69.24493554,12408,68.56517413,69.916447
S08000001,39,% of diabetes pop (T1) with recorded microalbumin,2011,53.10602522,1137,50.98847921,55.21244491
S08000001,38,% of diabetes pop (T2) with recorded creatinine,2011,97.12037502,17403,96.86523068,97.3553197
S08000001,37,% of diabetes pop (T1) with recorded creatinine,2011,88.9771135,1905,87.58006991,90.23453421
S08000001,36,% of diabetes pop (T2) with previous MI,2011,10.03404208,1798,9.602649591,10.48256725
S08000005,72,% of diabetes pop (T2) with previous lower limb amputation,2011,0.415070243,52,0.316682995,0.543857725
S08000005,71,% of diabetes pop (T1) with previous lower limb amputation,2011,0.747198007,12,0.427939094,1.301522984
S08000005,70,% of diabetes pop (T2) with diabetic retinopathy,2011,32.11,3793,31.27,32.96
S08000005,69,% of diabetes pop (T1) with diabetic retinopathy,2011,62.456,895,59.92,64.93
S08000005,68,% of diabetes pop (T2) with end-stage renal failure,2011,0.510855683,64,0.400287482,0.651765395
S08000005,67,% of diabetes pop (T1) with end-stage renal failure,2011,0.871731009,14,0.519974424,1.457959306
S08000005,66,% of diabetes pop (T2) with eGFR <15,2011,0.274793905,33,0.195740961,0.385650206
S08000005,65,% of diabetes pop (T1) with eGFR <15,2011,0.387897595,5,0.165794578,0.904839288
S08000005,64,% of diabetes pop (T2) with previous stroke,2011,5.036717752,631,4.667339967,5.433662267
S08000005,63,% of diabetes pop (T1) with previous stroke,2011,1.99252802,32,1.414896055,2.799282532
S08000005,62,% of diabetes pop (T2) with previous cardiac revascularisation,2011,6.601213282,827,6.179572022,7.049462089
S08000005,23,Age/sex standardised prevalence of T2 diabetes,2011,3.28,12528,3.22,3.34
S08000005,15,% of diabetes pop (T2) with previous foot ulcer,2011,4.342273308,544,3.999160347,4.713378758
S08000005,14,% of diabetes pop (T1) with previous foot ulcer,2011,9.9626401,160,8.592002634,11.52436161
S08000005,3,Crude prevalence T2 diabetes,2011,4.27,12528,4.2,4.34
S08000005,2,Crude prevalence of T1 diabetes,2011,0.55,1606,0.53,0.57
S08000005,1,Age/sex standardised prevalence of T1 diabetes,2011,0.55,1606,0.52,0.58
S08000005,61,% of diabetes pop (T1) with previous cardiac revascularisation,2011,2.366127024,38,1.728667695,3.230925845
S08000005,58,% of diabetes pop (T2) current smokers,2011,18.08775166,2255,17.33713051,18.68185013
S08000005,57,% of diabetes pop (T1) current smokers,2011,23.24255858,367,20.86964934,24.96353077
S08000005,56,% of diabetes pop (T2) with cholesterol >5mmol,2011,18.38305231,2126,17.68762684,19.09947551
S08000005,55,% of diabetes pop (T1) with cholesterol >5mmol,2011,29.32692308,366,26.867586,31.91314153
S08000005,54,% of diabetes pop (T2) with SBP <=140mmHg,2011,76.57,8687,75.78,77.34
S08000005,35,% of diabetes pop (T1) with previous MI,2011,3.424657534,55,2.640480697,4.431121875
S08000005,34,% of diabetes pop (T2) with a recorded smoking status,2011,99.51309068,12467,99.37509661,99.62072856
S08000005,33,% of diabetes pop (T1) with a recorded smoking status,2011,98.31880448,1579,97.56495688,98.84204366
S08000005,32,% of diabetes pop (T2) with recorded cholesterol,2011,92.31321839,11565,91.83367318,92.76682161
S08000005,31,% of diabetes pop (T1) with recorded cholesterol,2011,80.30888031,1248,78.25797865,82.21030002
S08000005,30,% of diabetes pop (T2) with recorded  BP,2011,90.55715198,11345,90.03257835,91.05686026
S08000005,29,% of diabetes pop (T1) with recorded  BP,2011,76.83686177,1234,74.71096787,78.8346729
S08000005,28,% of diabetes pop (T2) with recorded HbA1c,2011,94.29278416,11813,93.87281679,94.68559589
S08000005,27,% of diabetes pop (T1) with recorded HbA1c,2011,87.17310087,1400,85.44849665,88.72029114
S08000005,26,% of diabetes pop with recorded BMI,2011,84.94532027,11962,84.34514447,85.52643494
S08000005,25,Crude mortality rate for all people with diabetes,2011,3.368263473,495,3.088545077,3.672354986
S08000005,24,Estimated % pop with undiagnosed diabetes,2011,0.7,1933,,
S08000005,53,% of diabetes pop (T1) with SBP <= 140mmHg,2011,82.01,1012,79.77,84.05
S08000005,52,% of diabetes pop (T2) with HbA1c > 75mmol/mol,2011,14.280877,1687,13.66153871,14.92343953
S08000005,51,% of diabetes pop (T1) with HbA1c > 75mmol/mol,2011,40.92857143,573,38.38110921,43.52568142
S08000005,50,% of diabetes pop (T2) obese (BMI>=30),2011,57.40584992,6143,56.46644858,58.33993585
S08000005,49,% of diabetes pop (T1) obese (BMI>=30),2011,23.39413164,295,21.14049883,25.80938011
S08000005,48,% of diabetes pop (T2) with recorded foot risk,2011,62.36430396,7813,61.51226937,63.20875807
S08000005,47,% of diabetes pop (T1) with recorded foot risk,2011,39.9128269,641,37.54449914,42.32929714
S08000005,46,% of diabetes pop (T2) with recorded pulses,2011,76.54853129,9590,75.79852223,77.2822636
S08000005,45,% of diabetes pop (T1) with recorded pulses,2011,49.37733499,793,46.93651022,51.82113153
S08000005,44,% of diabetes pop (T2) with recorded eye screen,2011,87.05300128,10906,86.45373919,87.62954639
S08000005,43,% of diabetes pop (T1) with recorded eye screen,2011,81.20978121,1262,79.19145875,83.07417853
S08000005,42,% of diabetes pop (T2) with recorded eGFR,2011,36.2525946,4541,35.41504709,37.09857192
S08000005,41,% of diabetes pop (T1) with recorded eGFR,2011,19.77638015,283,17.79470901,21.91989085
S08000005,40,% of diabetes pop (T2) with recorded microalbumin,2011,61.89335888,7754,61.03940753,62.74001848
S08000005,39,% of diabetes pop (T1) with recorded microalbumin,2011,51.09395109,794,48.6089166,53.57359028
S08000005,38,% of diabetes pop (T2) with recorded creatinine,2011,95.87324393,12011,95.51063932,96.20772392
S08000005,37,% of diabetes pop (T1) with recorded creatinine,2011,87.25868726,1356,85.50846877,88.82514769
S08000005,36,% of diabetes pop (T2) with previous MI,2011,10.04948914,1259,9.535185478,10.58828624
S08000006,72,% of diabetes pop (T2) with previous lower limb amputation,2011,0.459286193,96,0.376281963,0.560497353
S08000006,71,% of diabetes pop (T1) with previous lower limb amputation,2011,0.589584016,18,0.373267105,0.930091237
S08000006,70,% of diabetes pop (T2) with diabetic retinopathy,2011,21.41,4243,20.85,21.99
S08000006,69,% of diabetes pop (T1) with diabetic retinopathy,2011,48.389,1307,46.51,50.28
S08000006,68,% of diabetes pop (T2) with end-stage renal failure,2011,0.540618123,113,0.449891088,0.649522197
S08000006,67,% of diabetes pop (T1) with end-stage renal failure,2011,1.408450704,43,1.047332976,1.891700568
S08000006,66,% of diabetes pop (T2) with eGFR <15,2011,0.227430041,46,0.170561634,0.303201838
S08000006,65,% of diabetes pop (T1) with eGFR <15,2011,0.245098039,6,0.112376011,0.533734244
S08000006,64,% of diabetes pop (T2) with previous stroke,2011,4.425413836,925,4.154877098,4.712699896
S08000006,63,% of diabetes pop (T1) with previous stroke,2011,1.506714707,46,1.13152296,2.003791608
S08000006,62,% of diabetes pop (T2) with previous cardiac revascularisation,2011,7.463400632,1560,7.114887439,7.827546641
S08000006,23,Age/sex standardised prevalence of T2 diabetes,2011,2.91,20902,2.87,2.95
S08000006,15,% of diabetes pop (T2) with previous foot ulcer,2011,1.50703282,315,1.350550629,1.681336879
S08000006,14,% of diabetes pop (T1) with previous foot ulcer,2011,2.849656076,87,2.316096965,3.501724933
S08000006,3,Crude prevalence T2 diabetes,2011,3.8,20902,3.75,3.85
S08000006,2,Crude prevalence of T1 diabetes,2011,0.55,3053,0.54,0.57
S08000006,1,Age/sex standardised prevalence of T1 diabetes,2011,0.55,3053,0.53,0.57
S08000006,61,% of diabetes pop (T1) with previous cardiac revascularisation,2011,2.358336063,72,1.876939142,2.959477636
S08000006,58,% of diabetes pop (T2) current smokers,2011,15.20759421,3172,14.69567298,15.66828807
S08000006,57,% of diabetes pop (T1) current smokers,2011,21.71507607,628,19.18384812,22.02998514
S08000006,56,% of diabetes pop (T2) with cholesterol >5mmol,2011,17.42608344,3442,16.90341134,17.96142377
S08000006,55,% of diabetes pop (T1) with cholesterol >5mmol,2011,24.43868739,566,22.73180293,26.23022965
S08000006,54,% of diabetes pop (T2) with SBP <=140mmHg,2011,74.12,14982,73.51,74.72
